sweep_val,sweep_val_2,seed,seed_path,N,rho,n_unstable,n_found,n_target,per_pair_found,readout_pr,r2_in,r2_out,train_T,dt,n_cycles_slow,samples_per_period_fast
128,,0,/home/facosta/timescales/timescales/logs/experiments/sine_wave_hetero_cycles_sweep_20260418_002520/T_100/seed_0,128,1.0000288235046968,2,6,6,"[2, 2, 2]",121.2094590420795,0.9996801407345293,0.9819649753439978,100,1.0,1.0,20.0
128,,0,/home/facosta/timescales/timescales/logs/experiments/sine_wave_hetero_cycles_sweep_20260418_002520/T_1000/seed_0,128,0.999983056737868,0,2,6,"[0, 0, 2]",124.5178817958698,0.33617024103831106,0.33256333557412887,1000,1.0,10.0,20.0
128,,0,/home/facosta/timescales/timescales/logs/experiments/sine_wave_hetero_cycles_sweep_20260418_002520/T_200/seed_0,128,1.0001096905427753,2,6,6,"[2, 2, 2]",124.3587965374674,0.9996885207227998,0.9964786643644292,200,1.0,2.0,20.0
128,,0,/home/facosta/timescales/timescales/logs/experiments/sine_wave_hetero_cycles_sweep_20260418_002520/T_2000/seed_0,128,0.9570984846289884,0,2,6,"[2, 0, 0]",123.81074905817907,0.011677778614729073,-0.0004692168659055085,2000,1.0,20.0,20.0
128,,0,/home/facosta/timescales/timescales/logs/experiments/sine_wave_hetero_cycles_sweep_20260418_002520/T_4000/seed_0,128,0.9485390744705511,0,0,6,"[0, 0, 0]",124.01314270395784,0.005189195529790913,-0.00022804317500924043,4000,1.0,40.0,20.0
128,,0,/home/facosta/timescales/timescales/logs/experiments/sine_wave_hetero_cycles_sweep_20260418_002520/T_500/seed_0,128,1.0000162725730364,2,2,6,"[0, 2, 0]",123.01763657187252,0.3532072800917936,0.3324463949116371,500,1.0,5.0,20.0
